Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Operating Expense Rate, Research and development expense rate, Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Total Asset Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Inventory Turnover Rate (times), Fixed Assets Turnover Frequency, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working Capital Turnover Rate, Cash Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Equity to Liability,noise_proxy,is_high_noise
1,0.370594257300249,0.424389446140427,0.40574977247176,0.6793852536127252,0.6793852536127252,0.9992562456013301,0.8454998027153716,0.855040363398262,0.38144555873939506,0.8326752443318959,1.2582269156746747e-14,0.0,0.458143143520965,3.499262435143514e-05,0.0,0.147949938898487,0.147949938898487,0.147949938898487,0.22544842303797877,0.39139867126226857,0.0007974606938986108,0.13214318285091853,0.18743352022199175,0.03153956916878991,0.8861169768814363,0.7561517857555832,0.7561517857555832,0.28396370311077723,0.4984984984984985,1.4241012857081181e-05,0.3369688436011169,0.363725271040572,0.00010381548297217585,5.260353908146387e-05,0.7048288617819397,0.0009141230613861252,0.207576261450555,0.792423738549445,0.007230606166852121,0.47537998702671197,0.009316357864913388,0.1320961941188398,0.18619288537852466,0.483401199798211,0.0869565217391304,7.879477716074185e-05,0.00015137076745793586,1.822748723018018e-14,1.166172705063063e-14,0.04670509235465702,0.001467021352124828,0.4781050162003577,0.0015865701398102621,0.67277529248986,0.166672958825266,0.190642959052727,0.004094405952288,8.71072009674583e-05,6.40816607359114e-06,0.147308450425486,0.334015171333379,0.35266832072462184,4.498684726653772e-05,0.676269176153092,0.783477232490118,0.42123892863727885,0.0010997271568082558,0.9284459542016756,0.0029136269452849427,0.09065795260870073,0.0701,0.655,0.672498213984385,0.0458,0.7412017465265649,0.015480930377997379,0.676269176153092,0.42123892863727885,0.17191069063453446,0.637555395323871,0.458609147666847,0.52038191789012,0.39276247156913485,0.16124337323299198,0.0,0.716845343217827,0.0003988754027617444,0.698555402153175,0.6793817193604076,0.8701794224619002,0.36759683845556385,0.037875052077557,0.6452867374370532,0.023565849197197494,6.273258707121174,0
1,0.464290937454297,0.53821412996075,0.516730017666899,0.6872713293278926,0.6872713293278926,0.9992394835742012,0.8458956075435782,0.8554322196628771,0.38245303775531847,0.8330973215981189,2.900751288575576e-14,0.0,0.461867257156757,3.1229117965824224e-05,0.0,0.182251064009102,0.182251064009102,0.182251064009102,0.27374734083146895,0.39850010964723354,0.0009585575651612315,0.12924609615323246,0.22640729486229702,0.031508362749404766,0.8860333641833913,0.7567610629803868,0.7567685769266624,0.2840634829704711,0.6116116116116116,1.9294838970183228e-05,0.33858503846464266,0.376709139003763,0.0002759704413836878,0.00017568547116782456,0.7094428063393237,0.0005397469349162722,0.171176346101521,0.828823653898479,0.007280024713793413,0.4612771083484692,0.008393717438718506,0.12927429058187004,0.22522755929362495,0.48308041961509424,0.0644677661169415,5.58937919651189e-05,0.0002132645266133418,0.9369369369369369,0.07197197197197197,0.03630480097637612,0.0002997941532853733,0.47673418427822484,0.0005334422625994811,0.751110917003808,0.127236002293688,0.182419054120616,0.0149477269714099,0.00018023790592718584,6.015397568038738e-05,0.0569628274180797,0.341105991992958,0.3669701604058895,0.0002257549552082395,0.30858859304371,0.7924183461183246,0.4111443479771784,0.0010298463046389667,0.949396889035727,0.0032073063381148157,0.03634980382097644,1.065197627902e-14,0.77,0.672575191486769,0.249,0.7412037218366236,0.01683154284135492,0.30858859304371,0.4111443479771784,0.16467830470437203,0.64109998470196,0.459001053294128,0.567101308703163,0.39414437742075625,0.06732933243006974,0.0,0.795297136043035,0.0003602645562147383,0.6992422209705179,0.687272619844882,0.8796816699419503,0.3604721358680165,0.3386546797311687,0.650925310875155,0.029692187344637574,5.006112585816172,0
1,0.426071271876371,0.499018752725687,0.472295090743616,0.6793787612594323,0.679300850740932,0.999175519223428,0.8451113330873902,0.8547038676843061,0.3807684266085078,0.8321073538974421,2.3636608664294293e-14,0.002555110220440882,0.458520587470538,3.812865557737507e-05,0.0,0.177910749652353,0.177910749652353,0.193712865028865,0.239496423621009,0.3863716505154922,0.0002714985578100175,0.12741901536408579,0.19257716308029504,0.03246777970105472,0.886038148741965,0.7565644793139693,0.7565704420148461,0.28404180305343685,0.7287287287287287,1.7265120738799924e-05,0.33820643291964203,0.368913229760441,0.0005280201051602477,0.00023243165421695352,0.7045457221902826,0.0009133472635122601,0.207515796474892,0.792484203525108,0.007338901628952457,0.46371966559783667,0.009436013251630643,0.1273935351565936,0.19916737126626324,0.4921920716602845,0.0149925037481259,6.49675481202497e-05,0.00018340088014452588,0.0065065065065065065,0.2652652652652653,0.019185364584504688,0.0012482776887893148,0.4667240464029539,0.0057401421289124495,0.829501914934622,0.340200878481779,0.602805701668708,0.0009909444511248,0.00027435043097186716,0.9742615701061476,0.0981620645437837,0.33673149472,0.3532730677091379,0.0005988387303727798,0.446027487157575,0.801347943151571,0.41659857157319724,0.0001613764974708302,0.9334996424461297,0.00296899658751385,0.030530206832606138,1.7910937001908999e-13,1.0226764719020001e-13,0.6731057726319227,0.0761,0.741204912452153,0.010676446855757419,0.446027487157575,0.41659857157319724,0.16081994374834974,0.642764550242219,0.459254035544147,0.538490539586983,0.39453107255918074,0.036111513318955665,0.0,0.774669696989803,0.00170479789412796,0.6994104099206833,0.6793781612813186,0.8771743679088634,0.36758189949849124,0.03781053154101461,0.6449693605789067,0.023573475775680783,5.6185741490845205,0
1,0.399844001364988,0.451264718709115,0.457733283366347,0.6631543388310609,0.6631543388310609,0.9990617607507765,0.8455638895963048,0.8551649715259421,0.3822240418965957,0.8328827176166498,1.0799684566006005e-14,0.0,0.465705442741753,2.1674283934985207e-05,0.0,0.154186507100417,0.154186507100417,0.154186507100417,0.2554671685405547,0.40236595788575386,0.0006535586520413115,0.10803915752874114,0.1998800428326543,0.03146022457576887,0.8859690328289866,0.7562628872684366,0.7562628872684366,0.28400257077580154,0.48848848848848847,1.665553485870171e-05,0.337278562311768,0.384076599232517,0.00019256102074952574,0.00012604981597481282,0.7050740630567262,0.0004138551583911451,0.151464764035432,0.848535235964567,0.007262860143804067,0.4643992395125429,0.007720586615717646,0.10799216879666222,0.19857023515535271,0.48328644611623783,0.0899550224887556,8.539858961270652e-05,0.00013956619726390867,0.7137137137137137,0.9159159159159159,0.03993080361625329,0.0006701181066261426,0.4630957528267057,0.0009179353809666092,0.725754179688242,0.161574531573533,0.225814868882578,0.0188506248270314,0.0001291189813944229,4.393763554383356e-05,0.0987146304496934,0.348716438967482,0.3522842944032561,0.00015353545057513805,0.615848368585853,0.7906260170115086,0.41306215700642573,0.0009540603127058694,0.9312308223703621,0.002639675547012464,0.0344426263413127,0.814,0.605,0.6725509743753406,0.203,0.7411599009284493,0.019443933428104687,0.615848368585853,0.41306215700642573,0.16447795798338521,0.579039312335715,0.448517911623987,0.604105056187593,0.38115294789970533,0.09389764520651968,0.0,0.739554525158061,0.0001411353275131514,0.6985996275974709,0.6631511347199079,0.8755419057638638,0.35808247315217023,0.03800996094603764,0.645852347810076,0.03419082329037553,4.127093036669162,0
1,0.465022181055916,0.538432184910597,0.522297767546443,0.6769745830274854,0.6769745830274854,0.9992590809498456,0.8458842813052576,0.8554346074378509,0.38236288834993326,0.833133010054234,0.7897897897897898,0.0,0.462746282177097,3.311090783132434e-05,0.0,0.167502422991024,0.167502422991024,0.167502422991024,0.2780283381593455,0.3996222724885747,0.0013403373575278648,0.133428911899304,0.2245485108122265,0.03153057982627523,0.8861663157421447,0.7567644627379757,0.7567644627379757,0.28407064269740656,0.5515515515515516,1.9116644796876548e-05,0.3393862550680223,0.379689653887709,0.00027625583043055255,0.0001621442300391732,0.7102212360819661,0.00022312873901612218,0.106509054630105,0.893490945369894,0.007630855710618883,0.45945831370776724,0.009524219992358897,0.13346759770981537,0.2233743264061331,0.4855080029740974,0.175412293853073,6.294153376747968e-05,0.0001894639726232068,1.635309714774775e-14,2.938149412755756e-14,0.05680725404579379,0.002466713148050188,0.4796149380078299,0.0010314645646600233,0.751822452472965,0.260329881066954,0.358380159768393,0.0141609737513009,0.00018627102189017165,2.958788729607495e-05,0.110194845896651,0.344638753643605,0.36503475198712154,0.00021100913148968824,0.975006616109995,0.792438631039339,0.4122138933798871,0.0,0.9364779103614329,0.003204890425869431,0.03757233686341999,0.668,0.505,0.6725749317619563,0.0824,0.7411977754300664,0.011806679369269449,0.975006616109995,0.4122138933798871,0.1517721143354275,0.622374074998875,0.454410931919338,0.578468903211134,0.3912916845943504,0.06726060931982591,0.0,0.79501587263578,0.00016820746606150343,0.6991257771297557,0.6769727930154822,0.8796843968217407,0.35446772138112836,0.035274591752170605,0.6559165631442185,0.05031390102003918,4.694529870318808,0
1,0.388680349046946,0.415176624509376,0.419133786605279,0.6691822574307567,0.6692541782184724,0.9991038791195975,0.8455126869616653,0.855009417378261,0.3819653077502424,0.8327434580191017,1.5730730252092093e-14,0.0,0.465861452907577,3.455838858721148e-05,0.0,0.15557709325355,0.15557709325355,0.15557709325355,0.2319669852242734,0.40641398051119554,0.0008219676242211061,0.10847508291078242,0.1875289397161158,0.030780921417132033,0.8859513538315438,0.7562591413053389,0.7563209730961951,0.2840004789868023,0.06086086086086086,1.5321153104587132e-05,0.33714012892829337,0.388025781453746,0.00012589623375213957,3.7231178674688126e-05,0.7050346639315664,0.000613084027245622,0.180427487377936,0.819572512622064,0.0070708824686487055,0.4661814535166796,0.008270479308149727,0.10849347162669809,0.18627894078834248,0.4858586078875091,0.095952023988006,6.637689373078762e-05,0.00017951857818122605,0.06506506506506507,0.9309309309309309,0.042192436060745866,0.0009204177550599392,0.4621250859372805,0.0014055155547941852,0.686728646249993,0.080263714948153,0.214535988082286,0.0026452256427289,4.314080323218095e-05,4.38670178901672e-06,0.13900210638427,0.350563146827406,0.35239523456845506,0.00021146574089244587,0.733351868524405,0.7867649915548516,0.4174171064034968,0.00016386467115527906,0.9283068465383557,0.002688996768480784,0.05671339556525114,0.801,0.281,0.6725120432002988,0.0295,0.7412016939910891,0.020663648134660966,0.733351868524405,0.4174171064034968,0.154346225429375,0.637469771661206,0.458499292999359,0.622190123354673,0.3931618769120678,0.13687638316505876,0.0,0.710420495100948,0.00022879291352553857,0.6983115220459329,0.6691831185649855,0.8717955243240784,0.3618661454099604,0.037980074295129534,0.6457370125781496,0.027910564124836054,5.588958750700387,0
0,0.390922829425243,0.445704317488007,0.436158252583115,0.6959491429552463,0.6959491429552463,0.9992735077839227,0.8455999858062594,0.8551608180950795,0.3816315872386444,0.8328333814682338,3.988822402407407e-14,0.07314629258517034,0.461020105181047,3.885232616301403e-05,0.0,0.158821794277527,0.158821794277527,0.158821794277527,0.21596737002709357,0.39691211274404087,0.0013948105588465925,0.13738604522367903,0.17497493640054512,0.03155364418066487,0.8862164793195144,0.7558189475655046,0.7558189475655046,0.2840455500772576,0.5725725725725725,1.5320066457834714e-05,0.3368916254304298,0.375302708542901,0.00021445634616179036,0.00012485699780058625,0.7048612949972439,0.0010489787284795192,0.216101823019016,0.783898176980984,0.0072027426210786805,0.4698849161712155,0.011558464621789513,0.13732837615120141,0.17368913637679248,0.4860186983296943,0.100449775112444,7.21899615401167e-05,0.0001651325520433921,1.6219212141861862e-14,1.4539296063123123e-14,0.05770180998261716,0.0004975895263197036,0.4783743428512788,0.00042017277553257773,0.729416462238773,0.255093170002626,0.295221006636909,0.0229885979786101,0.0001731836421003948,4.566117349668613e-05,0.115920411679634,0.340080536914882,0.35235547664609546,9.371504361951166e-05,0.508088825932489,0.7897132253520311,0.4194224068200574,0.0004048960773592126,0.9346609773011011,0.003056335139274451,0.12803243386029675,1.0580105251069999e-14,0.956,0.672555119596112,0.239,0.7411970916943944,0.013327743250927683,0.508088825932489,0.4194224068200574,0.16422165881927572,0.630419077246026,0.457785444710335,0.56065299962732,0.38989323992662933,0.08510524926965655,0.0,0.736619097683939,0.0007912637138139601,0.6992455086755395,0.6959482759300863,0.87182769503131,0.3701688839817773,0.03790550106440089,0.6454250991837991,0.02242189705028916,5.964191998321319,0
0,0.508360551845171,0.570922372437854,0.559077038385353,0.679638432604912,0.6796189588751549,0.9992849323998794,0.8459506828859841,0.85548070110199,0.3824399303282551,0.8331908598481395,0.9009009009009009,0.005100200400801603,0.467023980272263,3.0408827633513827e-05,0.157607045247495,0.176983692216931,0.176983692216931,0.176983692216931,0.293023907192819,0.4050273662045393,0.0019094331313060024,0.14378003577940093,0.2393521555178834,0.031556566234062854,0.8860288918465373,0.7566263965731689,0.7566263965731689,0.28407959132317906,0.6636636636636637,1.9643619358235947e-05,0.3381239599857884,0.384234939085727,0.00044219483161605155,0.0003171832098223332,0.7060920057957393,0.00022868540363350467,0.108202073948665,0.891797926051335,0.008114176244234252,0.4586120449904744,0.00918009585040816,0.14376494590695282,0.23819852350280743,0.4863360665128495,0.218890554722639,5.800823446050334e-05,0.0002056157692209683,1.9929739447897898e-14,5.1871967725205204e-14,0.06528322331675285,0.001209238908635573,0.48177757526017995,0.000306034312644151,0.797005213929915,0.361219101269389,0.447942034514932,0.0146159133960059,0.00032910029392189776,3.861327527323807e-05,0.0870418011288855,0.353510615216168,0.3530694052830552,0.0002493544838526134,0.755769661403609,0.79489110072798,0.41121332504021846,0.0002320150609052395,0.9526685229453278,0.0034007478898954195,0.03630238373896525,0.729,0.618,0.6725946911699867,0.0734,0.7412052934208582,0.008650702719984096,0.755769661403609,0.41121332504021846,0.15640693204612902,0.641553075473546,0.45895377822705,0.610090811581399,0.3943644847881095,0.04292599205001705,0.0,0.815350392476567,0.00043267235134301826,0.6994118287058056,0.6796393890195239,0.8808496205610833,0.3545732421357739,0.038479049647023734,0.6471661488908882,0.04947541690027805,4.696446964650139,0
0,0.48851947545459,0.545137374618404,0.5432839017078,0.6813251580588942,0.6813251580588942,0.9992501579224559,0.8459223682044092,0.8554620146588886,0.3824829971414349,0.8331719935690706,1.6888252713613613e-14,0.0,0.463142178941983,3.557159929493598e-05,0.0058710395789047,0.184189456828621,0.184189456828621,0.184189456828621,0.28498596618507704,0.39919672725656236,0.00120285791377022,0.1311781335475511,0.2303955893279756,0.03157648511214217,0.8860886932821147,0.7569586544324023,0.7569586544324023,0.28410395206361,0.6896896896896897,1.9716417404720267e-05,0.33816830085879684,0.377994486047465,0.0006169151165982927,0.0005122382542040383,0.7056815825661674,9.833051847837779e-05,0.058590561417299,0.941409438582701,0.007795345713077483,0.4544427124801202,0.007720586615717646,0.13120622736193766,0.22916823415678533,0.48280936007417785,0.154422788605697,5.659861755561157e-05,0.00021060424186446008,3.0449275624824825e-14,2.4610787606846845e-14,0.041966432294185375,0.0007096416043543529,0.4770975230127653,0.00038186575253787284,0.813737522948239,0.378625211512749,0.414645601298328,0.145189217702725,0.0005181993288180326,0.0005699805933803143,0.0580597284096259,0.345440818559694,0.352857296420825,0.0001900858381715995,0.906707130576253,0.7950870378563567,0.40935591007040273,0.0,0.9524828304550387,0.003276906870515074,0.04248193552901265,1.0267221042620001e-14,0.984,0.6726143827925916,1.052297029592e-14,0.7412091098946884,0.012282358129628553,0.906707130576253,0.40935591007040273,0.1517721143354275,0.649869163687808,0.46216521361677,0.574032785264356,0.395475322279438,0.03098641445652995,0.0,0.803647289792132,3.5802462375709044e-05,0.6995313927132882,0.6813264239397164,0.8800872718968831,0.35210596082288875,0.038282534817795776,0.6467081981432856,0.091972605435205,6.9261585688474145,1
0,0.495685662750451,0.550915830789359,0.542962685368596,0.6773582205863374,0.6773582205863374,0.9992789282334299,0.8459143733701824,0.8554478958524676,0.38237171628531685,0.8331525587706052,0.5825825825825826,0.0,0.470575308455583,3.243540195974917e-05,0.392448628403685,0.177447220934642,0.177447220934642,0.177447220934642,0.2843141119160787,0.41160194690573415,0.0034689864840458107,0.15035752290877397,0.23464996588884585,0.031562187266704886,0.8860299479437598,0.7564584031816236,0.7564584031816236,0.28415918289669195,0.5555555555555556,1.937632996507042e-05,0.33786320808315135,0.390084199545471,0.0005249262458043174,0.0003263590141091379,0.7068074683261696,0.00027516014377588783,0.121292741179672,0.878707258820328,0.007877583681920326,0.458916101568256,0.008370119462666123,0.15039520931704672,0.23346837159041028,0.49196944689678834,0.347826086956522,6.382242117314103e-05,0.00018669132182709279,2.0618290906756758e-14,7.390808832088089e-14,0.10649962130067878,0.0014296675667613255,0.481684122843773,0.000248208909936826,0.825695870708439,0.394951275737478,0.57718930416151,0.0087727909152724,0.00033082173000989576,2.1346593115909063e-05,0.0945633028255581,0.361043540430989,0.35313972221848317,0.00044705729503767707,0.734899300937657,0.7967474524063014,0.411870362169544,0.00021491446453941588,0.9547843609194646,0.003270049433952999,0.05087229202163023,0.511,0.36,0.6725936108167652,0.0258,0.741205852197394,0.009942173422049932,0.734899300937657,0.411870362169544,0.15768919213752136,0.643428364119162,0.45937868668884,0.645146286139048,0.3946734425423022,0.03631947566603704,0.0,0.804194656500343,0.00025125952761938356,0.699431737825546,0.6773549546782874,0.8802452467323126,0.355453314017725,0.03877752049235181,0.6476991361366516,0.043765653079159944,4.778594311341303,0
